album_name,album_release_date,track_name,track_number,track_id,explicit,duration_ms,popularity
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,Fortnight (feat. Post Malone),1,6dODwocEuGzHAavXqTbwHv,False,228965,74
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,The Tortured Poets Department,2,4PdLaGZubp4lghChqp8erB,True,293048,72
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,My Boy Only Breaks His Favorite Toys,3,7uGYWMwRy24dm7RUDDhUlD,False,203801,74
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,Down Bad,4,1kbEbBdEgQdQeLXCJh28pJ,True,261228,74
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,"So Long, London",5,7wAkQFShJ27V8362MqevQr,False,262974,73
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,But Daddy I Love Him,6,4QMgEffJQuKtjCNvqfRZ0m,True,340428,73
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,Fresh Out The Slammer,7,7IWcDWOfiooH5hRs9XOVYz,False,210789,71
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,Florida!!! (feat. Florence + The Machine),8,5ExOm0dh4NyRyAdSAO9hyM,True,215463,71
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,Guilty as Sin?,9,799KrpEbhZp0MHeiA8YK9P,False,254365,75
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,Who’s Afraid of Little Old Me?,10,2d8UxVNhJinc8uat9PoM9y,False,334084,73
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,I Can Fix Him (No Really I Can),11,5chnRTB9qMK3W1M41SnU9s,False,156297,69
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,loml,12,3YkNIrAvbKNrrwwEd7NVLl,True,277156,73
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,I Can Do It With a Broken Heart,13,2fPvQfGQEZOKtJ9qXeL4x8,True,218004,74
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,The Smallest Man Who Ever Lived,14,1xtw1krCR6Dw2KwkXw5z63,True,245541,73
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,The Alchemy,15,1tuNqJOtRQVHvONR8Lg3MZ,False,196900,71
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,Clara Bow,16,4d9PtIEVij9jW5OaLinH66,False,216662,68
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,The Black Dog,17,62E2nR0od0M5HYxuYLaDz7,True,238857,73
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,imgonnagetyouback,18,1kcwpPDQnqEqmezzXdJTCP,False,222072,74
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,The Albatross,19,4EF6IyONolQy0bIQXm2EmX,False,183878,69
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,Chloe or Sam or Sophia or Marcus,20,1rmEsOezwf2lmIZTMAO5Ag,False,213281,71
1989 (Taylor's Version) [Deluxe],2023-10-27,Welcome To New York (Taylor's Version),1,4WUepByoeqcedHoYhSNHRt,False,212600,59
1989 (Taylor's Version) [Deluxe],2023-10-27,Blank Space (Taylor's Version),2,0108kcWLnn2HlH2kedi1gn,False,231833,61
1989 (Taylor's Version) [Deluxe],2023-10-27,Style (Taylor's Version),3,3Vpk1hfMAQme8VJ0SNRSkd,False,231000,62
1989 (Taylor's Version) [Deluxe],2023-10-27,Out Of The Woods (Taylor's Version),4,1OcSfkeCg9hRC2sFKB4IMJ,False,235800,60
1989 (Taylor's Version) [Deluxe],2023-10-27,All You Had To Do Was Stay (Taylor's Version),5,2k0ZEeAqzvYMcx9Qt5aClQ,False,193289,59
1989 (Taylor's Version) [Deluxe],2023-10-27,Shake It Off (Taylor's Version),6,50yNTF0Od55qnHLxYsA5Pw,False,219209,59
1989 (Taylor's Version) [Deluxe],2023-10-27,I Wish You Would (Taylor's Version),7,3FxJDucHWdw6caWTKO5b23,False,207650,58
1989 (Taylor's Version) [Deluxe],2023-10-27,Bad Blood (Taylor's Version),8,7oZONwFiFIErZcXAtTu7FY,False,211103,58
1989 (Taylor's Version) [Deluxe],2023-10-27,Wildest Dreams (Taylor's Version),9,27exgla7YBw9DUNNcTIpjy,False,220433,59
1989 (Taylor's Version) [Deluxe],2023-10-27,How You Get The Girl (Taylor's Version),10,733OhaXQIHY7BKtY3vnSkn,False,247533,58
1989 (Taylor's Version) [Deluxe],2023-10-27,This Love (Taylor’s Version),11,4WBEj8TeGtRPNJdOmT3WJW,False,250100,57
1989 (Taylor's Version) [Deluxe],2023-10-27,I Know Places (Taylor's Version),12,1ULabO0PEsdJekqVH6G10G,False,195700,58
1989 (Taylor's Version) [Deluxe],2023-10-27,Clean (Taylor's Version),13,0lKUBmEyQfzsQHozyeXzES,False,271000,59
1989 (Taylor's Version) [Deluxe],2023-10-27,Wonderland (Taylor's Version),14,6HRsJu8vcnzYDN4t0570FY,False,245566,58
1989 (Taylor's Version) [Deluxe],2023-10-27,You Are In Love (Taylor's Version),15,0TyGh27YQ5LknmiDhCzJiT,False,267389,59
1989 (Taylor's Version) [Deluxe],2023-10-27,New Romantics (Taylor's Version),16,5M787RexsAiVYjQusM98CV,False,230177,60
1989 (Taylor's Version) [Deluxe],2023-10-27,"""Slut!"" (Taylor's Version) (From The Vault)",17,0CD7DzeCsuPJygddqlUVYa,False,180381,62
1989 (Taylor's Version) [Deluxe],2023-10-27,Say Don't Go (Taylor's Version) (From The Vault),18,3CCRVu4F91Qp2mnGjmWBrf,False,279833,60
1989 (Taylor's Version) [Deluxe],2023-10-27,Now That We Don't Talk (Taylor's Version) (From The Vault),19,5QUIK7ZtziW8kGWo8RqopF,False,146436,62
1989 (Taylor's Version) [Deluxe],2023-10-27,Suburban Legends (Taylor's Version) (From The Vault),20,6M9ppdfFjR1AbpUl3Y8DcV,False,171818,58
Speak Now (Taylor's Version),2023-07-07,Mine (Taylor's Version),1,7G0gBu6nLdhFDPRLc0HdDG,False,231706,71
Speak Now (Taylor's Version),2023-07-07,Sparks Fly (Taylor’s Version),2,3MytWN8L7shNYzGl4tAKRp,False,261230,68
Speak Now (Taylor's Version),2023-07-07,Back To December (Taylor's Version),3,79uDOz0zuuWS7HWxzMmTa2,False,294189,72
Speak Now (Taylor's Version),2023-07-07,Speak Now (Taylor's Version),4,5xXqyjLicvEpch72qEryFT,False,242473,66
Speak Now (Taylor's Version),2023-07-07,Dear John (Taylor's Version),5,1zU8j1x3yi9xalMF96pzKp,False,405906,66
Speak Now (Taylor's Version),2023-07-07,Mean (Taylor's Version),6,30Y4CV7A6YqtQtTTo7Ue4j,False,238693,65
Speak Now (Taylor's Version),2023-07-07,The Story Of Us (Taylor's Version),7,6dTA6y0C2ReQklntzZl8l3,False,267653,66
Speak Now (Taylor's Version),2023-07-07,Never Grow Up (Taylor's Version),8,2EFZ9emtKWEglWUQGEQ3P9,False,292920,63
Speak Now (Taylor's Version),2023-07-07,Enchanted (Taylor's Version),9,3sW3oSbzsfecv9XoUdGs7h,False,353253,76
Speak Now (Taylor's Version),2023-07-07,Better Than Revenge (Taylor's Version),10,0NwGC0v03ysCYINtg6ns58,False,220306,68
Speak Now (Taylor's Version),2023-07-07,Innocent (Taylor's Version),11,12nBPF4Rh4XLFJV0YLN7uj,False,301221,60
Speak Now (Taylor's Version),2023-07-07,Haunted (Taylor's Version),12,4tMzIAFTFdqGBQLdfbPces,False,245413,66
Speak Now (Taylor's Version),2023-07-07,Last Kiss (Taylor's Version),13,59KOoHFcw5XfICnO57holu,False,369120,67
Speak Now (Taylor's Version),2023-07-07,Long Live (Taylor's Version),14,4hqJ4bSlYJOXb6Z4SRmzxs,False,317960,70
Speak Now (Taylor's Version),2023-07-07,Ours (Taylor’s Version),15,3yNJkriPzWjkkDAWHIAVUq,False,235803,62
Speak Now (Taylor's Version),2023-07-07,Superman (Taylor’s Version),16,4evLyY5Ue1Wesc61t2KXAU,False,274945,59
Speak Now (Taylor's Version),2023-07-07,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),17,4e3ZNTAV6PCrdYMUrUlMpQ,False,266466,64
Speak Now (Taylor's Version),2023-07-07,When Emma Falls in Love (Taylor’s Version) (From The Vault),18,0zo975x58DlXbZllWvfYhg,False,252385,63
Speak Now (Taylor's Version),2023-07-07,I Can See You (Taylor’s Version) (From The Vault),19,5kHMfzgLZP95O9NBy0ku4v,False,273186,71
Speak Now (Taylor's Version),2023-07-07,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),20,4ABYxlb92WBIjHu7TIKmml,False,306062,64
Midnights (The Til Dawn Edition),2023-05-26,Lavender Haze,1,24emu3sabKISjRkrys28jq,True,202395,62
Midnights (The Til Dawn Edition),2023-05-26,Maroon,2,6qxvy9Pe4RJIq5JBVbbwbS,True,218270,62
Midnights (The Til Dawn Edition),2023-05-26,Anti-Hero,3,5qIHFdkW6phMsTZlN2g8Lc,False,200690,62
Midnights (The Til Dawn Edition),2023-05-26,Snow On The Beach (feat. Lana Del Rey),4,7GA86Uo2jYbj8vIXe2nyWd,True,256124,59
Midnights (The Til Dawn Edition),2023-05-26,"You're On Your Own, Kid",5,6PQOU00xWNrGwCZzboriXy,False,194206,62
Midnights (The Til Dawn Edition),2023-05-26,Midnight Rain,6,4eKMqf9ZMSclDX7V9Ptg7x,False,174782,61
Midnights (The Til Dawn Edition),2023-05-26,Question...?,7,7oomkQSYf1ia2VnVEWfFIU,True,210556,59
Midnights (The Til Dawn Edition),2023-05-26,Vigilante Shit,8,0GKDhq6ZbmSbRHd3eyGlB7,True,164801,60
Midnights (The Til Dawn Edition),2023-05-26,Bejeweled,9,0VpF6RLdCfPIeYRwMu4tZK,False,194165,61
Midnights (The Til Dawn Edition),2023-05-26,Labyrinth,10,4bBDkw2KBMX0tcgAaXC83Q,False,247962,59
Midnights (The Til Dawn Edition),2023-05-26,Karma,11,45R112Jz5hQeKgITXgSXzs,True,204852,60
Midnights (The Til Dawn Edition),2023-05-26,Sweet Nothing,12,2L09RYwH5Pjzca6PmbUAw3,False,188496,59
Midnights (The Til Dawn Edition),2023-05-26,Mastermind,13,1QQii3pa5m8MEda0nbkjfw,False,191039,60
Midnights (The Til Dawn Edition),2023-05-26,The Great War,14,2VuqMjgoKaOHNM8HpxtXKx,False,240355,60
Midnights (The Til Dawn Edition),2023-05-26,Bigger Than The Whole Sky,15,71CBDRKmF2VeRKYMG1DFBh,False,218502,58
Midnights (The Til Dawn Edition),2023-05-26,Paris,16,5tWxKWq1DSP1s9WQ5PWuqu,False,196258,58
Midnights (The Til Dawn Edition),2023-05-26,High Infidelity,17,1SztNGCwEHJEVFx90E5g7D,False,231475,57
Midnights (The Til Dawn Edition),2023-05-26,Glitch,18,7C0w28EsX0Um2FrZs9gso2,False,148781,57
Midnights (The Til Dawn Edition),2023-05-26,"Would've, Could've, Should've",19,4txojlesMFQZGWxwz2EeqB,False,260361,60
Midnights (The Til Dawn Edition),2023-05-26,Dear Reader,20,10GRRCR5fctuOF4GFmATJI,False,225194,58
Red (Taylor's Version),2021-11-12,State Of Grace (Taylor's Version),1,6lzc0Al0zfZOIFsFvBS1ki,False,295413,63
Red (Taylor's Version),2021-11-12,Red (Taylor's Version),2,4OAuvHryIVv4kMDNSLuPt6,False,223093,71
Red (Taylor's Version),2021-11-12,Treacherous (Taylor's Version),3,3S7HNKPakdwNEBFIVTL6dZ,False,242720,63
Red (Taylor's Version),2021-11-12,I Knew You Were Trouble (Taylor's Version),4,6AtZLIzUINvExIUy4QhdjP,False,219760,71
Red (Taylor's Version),2021-11-12,All Too Well (Taylor's Version),5,3nsfB1vus2qaloUdcBZvDu,False,329160,69
Red (Taylor's Version),2021-11-12,22 (Taylor's Version),6,3yII7UwgLF6K5zW3xad3MP,False,230960,71
Red (Taylor's Version),2021-11-12,I Almost Do (Taylor's Version),7,2r9CbjYgFhtAmcFv1cSquB,False,244586,62
Red (Taylor's Version),2021-11-12,We Are Never Ever Getting Back Together (Taylor's Version),8,5YqltLsjdqFtvqE7Nrysvs,False,193146,72
Red (Taylor's Version),2021-11-12,Stay Stay Stay (Taylor's Version),9,7eQj6r5PIdYKEIZjucBMcq,False,205786,61
Red (Taylor's Version),2021-11-12,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),10,0y6kdSRCVQhSsHSpWvTUm7,False,299080,66
Red (Taylor's Version),2021-11-12,Holy Ground (Taylor's Version),11,7J4b3LVCIGO4CMBDFLPoP6,False,202960,61
Red (Taylor's Version),2021-11-12,Sad Beautiful Tragic (Taylor's Version),12,73qMN9bXy7MSPwwGfH3wQr,False,284773,63
Red (Taylor's Version),2021-11-12,The Lucky One (Taylor's Version),13,4e5ayHsOLJNLTGfjau2mEw,False,240466,60
Red (Taylor's Version),2021-11-12,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),14,7qEUFOVcxRI19tbT68JcYK,False,245426,68
Red (Taylor's Version),2021-11-12,Starlight (Taylor's Version),15,7A2cNLRT0YJc1yjxHlKihs,False,220413,60
Red (Taylor's Version),2021-11-12,Begin Again (Taylor's Version),16,05GsNucq8Bngd9fnd4fRa0,False,238866,66
Red (Taylor's Version),2021-11-12,The Moment I Knew (Taylor's Version),17,0NRHj8hDwwmSPaA41o379r,False,285280,61
Red (Taylor's Version),2021-11-12,Come Back...Be Here (Taylor's Version),18,4pNApnaUWAL2J4KO2eqokq,False,223333,64
Red (Taylor's Version),2021-11-12,Girl At Home (Taylor's Version),19,0DMVrlMUn01M0IcpDbwgu7,False,220520,59
Red (Taylor's Version),2021-11-12,State Of Grace (Acoustic Version) (Taylor's Version),20,5jAIouBES8LWMiriuNq170,False,321640,59
Fearless (Taylor's Version),2021-04-09,Fearless (Taylor’s Version),1,77sMIMlNaSURUAXq5coCxE,False,241591,74
Fearless (Taylor's Version),2021-04-09,Fifteen (Taylor’s Version),2,2nqio0SfWg6gh2eCtfuMa5,False,294419,63
Fearless (Taylor's Version),2021-04-09,Love Story (Taylor’s Version),3,6YvqWjhGD8mB5QXcbcUKtx,False,235766,74
Fearless (Taylor's Version),2021-04-09,Hey Stephen (Taylor’s Version),4,550erGcdD9n6PnwxrvYqZT,False,254254,62
Fearless (Taylor's Version),2021-04-09,White Horse (Taylor’s Version),5,5YL553x8sHderRBDlm3NM3,False,234515,65
Fearless (Taylor's Version),2021-04-09,You Belong With Me (Taylor’s Version),6,1qrpoAMXodY6895hGKoUpA,False,231124,79
Fearless (Taylor's Version),2021-04-09,Breathe (feat. Colbie Caillat) (Taylor’s Version),7,7HC7R2D8WjXVcUHJyEGjRs,False,263377,59
Fearless (Taylor's Version),2021-04-09,Tell Me Why (Taylor’s Version),8,0k0vFacOHNuArLWMiH60p7,False,200575,58
Fearless (Taylor's Version),2021-04-09,You’re Not Sorry (Taylor’s Version),9,6iiAfo4wTA2CVC3Uwx9uh8,False,261842,61
Fearless (Taylor's Version),2021-04-09,The Way I Loved You (Taylor’s Version),10,22bPsP2jCgbLUvh82U0Z3M,False,243136,73
Fearless (Taylor's Version),2021-04-09,Forever & Always (Taylor’s Version),11,1msEuwSBneBKpVCZQcFTsU,False,225328,64
Fearless (Taylor's Version),2021-04-09,The Best Day (Taylor’s Version),12,6ON9UuIq49xXY9GPmHIYRp,False,245290,59
Fearless (Taylor's Version),2021-04-09,Change (Taylor’s Version),13,3ExweHKZF9B752DPQByRVT,False,279359,57
Fearless (Taylor's Version),2021-04-09,Jump Then Fall (Taylor’s Version),14,2m3ObD945KvpE5y9A1eUWm,False,237580,59
Fearless (Taylor's Version),2021-04-09,Untouchable (Taylor’s Version),15,0tQ9vBYpldCuikPsbgOVKA,False,312107,60
Fearless (Taylor's Version),2021-04-09,Forever & Always (Piano Version) (Taylor’s Version),16,01QdEx6kFr78ZejhQtWR5m,False,267833,58
Fearless (Taylor's Version),2021-04-09,Come In With The Rain (Taylor’s Version),17,1n2wszmJyVkw6FHqyLnQsY,False,237338,56
Fearless (Taylor's Version),2021-04-09,Superstar (Taylor’s Version),18,51A8eKvvZz9uydvIZ7xRSV,False,263865,56
Fearless (Taylor's Version),2021-04-09,The Other Side Of The Door (Taylor’s Version),19,1cSFlSBdpT4F5vb1frQ231,False,238443,61
Fearless (Taylor's Version),2021-04-09,Today Was A Fairytale (Taylor’s Version),20,2JoJrsEV15OzbijS47lids,False,241822,59
evermore (deluxe version),2021-01-07,willow,1,2gVhfX2Gy1T9kDuS9azrF7,False,214706,65
evermore (deluxe version),2021-01-07,champagne problems,2,1gcyHQpBQ1lfXGdhZmWrHP,True,244000,65
evermore (deluxe version),2021-01-07,gold rush,3,3Dby3p1m6IOZn2gIIqECgK,True,185320,63
evermore (deluxe version),2021-01-07,‘tis the damn season,4,6sQckd3Z8NPxVVKUnavY1F,False,229840,65
evermore (deluxe version),2021-01-07,tolerate it,5,6lCvK2AR2uOKkVFCVlAzzm,True,245440,64
evermore (deluxe version),2021-01-07,"no body, no crime (feat. HAIM)",6,6uwfVkaOM1mcMkFmSn35ix,False,215626,63
evermore (deluxe version),2021-01-07,happiness,7,55Vf4bimc1Rtfg0PAQRAo2,True,315146,62
evermore (deluxe version),2021-01-07,dorothea,8,66tOfHVH3aUrscg8vExRV4,False,225880,61
evermore (deluxe version),2021-01-07,coney island (feat. The National),9,2awNGIJHodfLZSClB3PYhz,False,275320,62
evermore (deluxe version),2021-01-07,ivy,10,43Ykum9T72UOPhBN31grpN,True,260440,62
evermore (deluxe version),2021-01-07,cowboy like me,11,52OkpDsU6MmPx1AwGOb6Ap,True,275040,63
evermore (deluxe version),2021-01-07,long story short,12,5VYWxXUpxuxEmCqMLDqICo,False,215920,62
evermore (deluxe version),2021-01-07,marjorie,13,5uICWmZTLkpEVbK22PBP6e,False,257773,61
evermore (deluxe version),2021-01-07,closure,14,6a8aUhYbaQBUI8PcJ5ZmQ6,False,180653,59
evermore (deluxe version),2021-01-07,evermore (feat. Bon Iver),15,6Wlq9rqkxrqj5Kls4Kw14H,False,304106,64
evermore (deluxe version),2021-01-07,right where you left me - bonus track,16,3zwMVvkBe2qIKDObWgXw4N,False,245026,74
evermore (deluxe version),2021-01-07,it’s time to go - bonus track,17,1kdWw77ZpYOkhxeuhzU1j6,False,254640,65
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,the 1,1,0P9wLFurlgumLXuqFEpw52,True,210240,45
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,cardigan,2,7zcnlq38eqNWyUF6eNaB5Z,False,239560,47
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,the last great american dynasty,3,4ojxSyrEraN7d46BMBPThZ,True,231000,44
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,exile (feat. Bon Iver),4,6kz2hkq1xQvDqPcUyBkw8f,False,285640,46
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,my tears ricochet,5,0Oju1YcbPCJuUQQWoZNdJK,False,255893,45
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,mirrorball,6,5jQyGzcwqAxwT5QUIMivoX,False,208973,43
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,seven,7,2vJ7QvyCiR4DaHxwO58izA,False,208906,43
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,august,8,1UHoF9p75IVsvUt6WdTYhn,False,261920,45
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,this is me trying,9,5DnDBYrfGoxdnomqEAkFIv,False,195106,44
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,illicit affairs,10,7CVTowKpGPA2MsIbkTl2oc,False,190893,43
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,invisible string,11,4WHIqhrbdva5vQSrCuet3l,False,252880,43
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,mad woman,12,7klXN6RCN5Rj0VeYO5gBzU,True,237266,41
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,epiphany,13,5MFjHn1qfR9AsWuyzJLk1z,False,289746,40
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,betty,14,2jhfs6moEAK13eLM6xim4l,True,294520,42
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,peace,15,0O9i6jhscByEJs1ipy5hu4,True,234000,41
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,hoax,16,4XCYmu7QLySdIahgBALKJK,False,220040,40
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,the lakes - bonus track,17,0zEprKYeuGOIZoHyu6O1E2,False,211813,42
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,the 1 - the long pond studio sessions,1,08J4bMHbILkwSIhbtrcvjN,True,219893,51
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,cardigan - the long pond studio sessions,2,3EPgWM1zfTSzEc0z4AwWTM,False,230680,53
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,the last great american dynasty - the long pond studio sessions,3,28tIMaewZuGR8urkvFhQyA,False,232346,49
Lover,2019-08-23,I Forgot That You Existed,1,43rA71bccXFGD4C8GOpIlN,False,170640,68
Lover,2019-08-23,Cruel Summer,2,1BxfuPKGuaTgP7aM0Bbdwr,False,178426,88
Lover,2019-08-23,Lover,3,1dGr1c8CrMLDpV6mPbImSI,False,221306,83
Lover,2019-08-23,The Man,4,3RauEVgRgj1IuWdJ9fDs70,False,190360,78
Lover,2019-08-23,The Archer,5,3pHkh7d0lzM2AldUtz2x37,False,211240,73
Lover,2019-08-23,I Think He Knows,6,2YWtcWi3a83pdEg3Gif4Pd,False,173386,68
Lover,2019-08-23,Miss Americana & The Heartbreak Prince,7,214nt20w5wOxJnY462klLw,False,234146,75
Lover,2019-08-23,Paper Rings,8,4y5bvROuBDPr5fuwXbIBZR,False,222400,75
Lover,2019-08-23,Cornelia Street,9,12M5uqx0ZuwkpLp5rJim1a,False,287266,71
Lover,2019-08-23,Death By A Thousand Cuts,10,2dgFqt3w9xIQRjhPtwNk3D,False,198533,69
Lover,2019-08-23,London Boy,11,1LLXZFeAHK9R4xUramtUKw,False,190240,70
Lover,2019-08-23,Soon You’ll Get Better (feat. The Chicks),12,4AYtqFyFbX0Xkc2wtcygTr,False,201586,63
Lover,2019-08-23,False God,13,5hQSXkFgbxjZo9uCwd11so,False,200306,71
Lover,2019-08-23,You Need To Calm Down,14,6RRNNciQGZEXnqk8SQ9yv5,False,171360,76
Lover,2019-08-23,Afterglow,15,1SymEzIT3H8UZfibCs3TYi,False,223293,72
Lover,2019-08-23,ME! (feat. Brendon Urie of Panic! At The Disco),16,2Rk4JlNc2TPmZe2af99d45,False,193000,72
Lover,2019-08-23,It’s Nice To Have A Friend,17,1SmiQ65iSAbPto6gPFlBYm,False,150440,63
Lover,2019-08-23,Daylight,18,1fzAuUVbzlhZ1lJAx9PtY6,False,293453,76
reputation,2017-11-10,...Ready For It?,1,2yLa0QULdQr0qAIvVwN6B5,False,208186,78
reputation,2017-11-10,End Game,2,2x0WlnmfG39ZuDmstl9xfX,False,244826,71
reputation,2017-11-10,I Did Something Bad,3,4svZDCRz4cJoneBpjpx8DJ,False,238253,73
reputation,2017-11-10,Don’t Blame Me,4,1R0a2iXumgCiFb7HEZ7gUE,False,236413,82
reputation,2017-11-10,Delicate,5,6NFyWDv5CjfwuzoCkw47Xf,False,232253,78
reputation,2017-11-10,Look What You Made Me Do,6,1P17dC1amhFzptugyAO7Il,False,211853,78
reputation,2017-11-10,So It Goes...,7,5PxFv9yJEg9dxvbZggykro,False,227906,66
reputation,2017-11-10,Gorgeous,8,1ZY1PqizIl78geGM4xWlEA,False,209680,73
reputation,2017-11-10,Getaway Car,9,0VE4kBnHJUgtMf0dy6DRmW,False,233626,76
reputation,2017-11-10,King Of My Heart,10,7HuBDWi18s4aJM8UFnNheH,False,214320,70
reputation,2017-11-10,Dancing With Our Hands Tied,11,7I7JbDv63ZJJsSi24DyJrz,False,211506,69
reputation,2017-11-10,Dress,12,6oVxXO5oQ4pTpO8RSnkzvv,False,230373,73
reputation,2017-11-10,This Is Why We Can't Have Nice Things,13,07NxDD1iKCHbAldceD7QLP,False,207133,67
reputation,2017-11-10,Call It What You Want,14,1GwMQaZz6Au3QLDbjbMdme,False,203506,73
reputation,2017-11-10,New Year’s Day,15,7F5oktn5YOsR9eR5YsFtqb,False,235466,71
Taylor Swift (Deluxe Edition),2006-10-24,Tim McGraw,1,2Fn01AIMyHbha2ceNQeOqw,False,232106,52
Taylor Swift (Deluxe Edition),2006-10-24,Picture To Burn,2,4BYejINgfZF0qKDMEH2cim,False,173066,57
Taylor Swift (Deluxe Edition),2006-10-24,Teardrops On My Guitar - Radio Single Remix,3,2TF4UtYreqNbQ6Z9AccldU,False,203040,59
Taylor Swift (Deluxe Edition),2006-10-24,A Place in this World,4,1oR4MUBpyNrAViC8wPNpfm,False,199200,52
Taylor Swift (Deluxe Edition),2006-10-24,Cold As You,5,569sXXQ7t0jSdqHooi2yqs,False,239013,52
Taylor Swift (Deluxe Edition),2006-10-24,The Outside,6,5Tj2MqcFMf60CaGsKbM1aq,False,207106,50
Taylor Swift (Deluxe Edition),2006-10-24,Tied Together with a Smile,7,2zzxwmoOBnXDT0KnJsoIWk,False,248106,50
Taylor Swift (Deluxe Edition),2006-10-24,Stay Beautiful,8,41sjzdjScVwnxnxADElts6,False,236053,50
Taylor Swift (Deluxe Edition),2006-10-24,Should've Said No,9,6CdaXOq1MWe2JHDalTG01d,False,242200,57
Taylor Swift (Deluxe Edition),2006-10-24,Mary's Song (Oh My My My),10,2O8sogKJCfVZ4rotBv1vVF,False,213080,53
Taylor Swift (Deluxe Edition),2006-10-24,Our Song,11,1j6gmK6u4WNI33lMZ8dC1s,False,201106,60
Taylor Swift (Deluxe Edition),2006-10-24,I'm Only Me When I'm With You,12,7CzxXgQXurKZCyHz9ufbo1,False,213053,52
Taylor Swift (Deluxe Edition),2006-10-24,Invisible,13,1k3PzDNjg38cWqOvL4M9vq,False,203226,50
Taylor Swift (Deluxe Edition),2006-10-24,A Perfectly Good Heart,14,0YgHuReCSPwTXYny7isLja,False,220146,48
Taylor Swift (Deluxe Edition),2006-10-24,Teardrops on My Guitar - Pop Version,15,1hxLyjC9D9Jpw6EAPKqWv4,False,179066,52
